time,open,high,low,close,tick_volume,spread,real_volume,ema_50,ema_200,rsi,macd_hist,atr,target
2020-10-08,1887.27,1900.73,1882.0,1893.5,243729,0,0,1905.2902577028635,1776.791176171321,46.137496347642,-0.03623546053475479,31.226366387881345,0
2020-10-09,1893.93,1930.41,1893.57,1929.87,256479,0,0,1906.2541691654965,1778.3143485477258,54.47692369334949,2.786226792848698,31.632340217318397,1
2020-10-12,1928.96,1933.2,1918.2,1922.63,242719,0,0,1906.896358609987,1779.7503251790918,52.72682998674286,4.047401088518328,30.44431591608137,1
2020-10-13,1922.7,1925.38,1886.37,1891.07,276692,0,0,1906.2757170958698,1780.8579836350214,45.817122672356895,2.7026070690649355,31.05615049350414,0
2020-10-14,1891.54,1912.94,1882.44,1900.49,249476,0,0,1906.0488262293652,1782.0483519570612,48.007250029620955,2.404026995411014,31.016425458253845,0
2020-10-15,1901.71,1908.91,1889.48,1907.92,275451,0,0,1906.1222055929195,1783.3008061664436,49.73313443876738,2.6443692004885158,30.188823639807147,1
2020-10-16,1908.31,1913.92,1897.76,1898.76,229252,0,0,1905.8334916480992,1784.4496538662802,47.633828432057484,2.1451362186348693,29.186764808392358,0
2020-10-19,1899.86,1918.57,1896.98,1903.44,237303,0,0,1905.7396292305268,1785.6336374098994,48.822452312260836,2.0868697232950435,28.64413875065004,0
2020-10-20,1903.62,1914.11,1894.56,1907.53,226961,0,0,1905.8098398489376,1786.8465365401491,49.89287486667545,2.2656380848461293,27.99455741131789,0
2020-10-21,1908.33,1931.42,1908.19,1924.6,243808,0,0,1906.5467088744695,1788.2172177686055,54.19862834048366,3.4067933985210157,27.701374739080904,1
2020-10-22,1924.22,1925.94,1894.5,1903.67,232836,0,0,1906.4338967617452,1789.3660016714055,48.67555309263365,2.658496965691209,27.96841940057513,1
2020-10-23,1903.83,1914.23,1894.29,1901.41,209130,0,0,1906.236881202461,1790.4808673264163,48.10550520743193,1.950572249557771,27.394960871962628,0
2020-10-26,1902.23,1908.64,1891.21,1901.68,243545,0,0,1906.0581799788351,1791.5873263579945,48.18357946461133,1.4620752674712705,26.68317795253673,0
2020-10-27,1901.94,1911.42,1897.84,1907.35,200696,0,0,1906.1088395875083,1792.7391937574175,49.88859040477936,1.4780021764011453,25.74723667021269,1
2020-10-28,1907.51,1910.87,1869.35,1876.81,299739,0,0,1904.9598654860374,1793.575719192667,41.892670048766746,-0.5049489797452811,26.87386262234035,1
2020-10-29,1876.38,1884.99,1859.89,1867.11,279333,0,0,1903.4755570356047,1794.3074035788097,39.715394039825505,-2.305697611276311,26.747158149316032,0
2020-10-30,1867.81,1889.8,1864.38,1878.37,284239,0,0,1902.4910253871496,1795.1438473242943,43.393252308207515,-2.5549736264977767,26.652361138650587,0
2020-11-02,1877.28,1896.02,1873.41,1895.06,264838,0,0,1902.1996126268693,1796.138037898182,48.416683451123966,-1.4663959859661704,26.363621057318394,0
2020-11-03,1895.44,1910.55,1886.86,1908.94,235927,0,0,1902.4639415434626,1797.2604454812847,52.2145989546002,0.22767194649906308,26.1726481246528,1
2020-11-04,1908.77,1916.33,1881.82,1903.27,389696,0,0,1902.4955516790133,1798.3152669192818,50.576416143754265,0.964289385262866,26.76817325860617,0
2020-11-05,1902.78,1952.76,1902.16,1949.17,351005,0,0,1904.325922201405,1799.816309039488,61.19127267967582,4.351059812642774,28.47044659727715,0
2020-11-06,1948.16,1960.35,1935.56,1951.81,324841,0,0,1906.1880428993893,1801.328684073921,61.70077458217408,6.450685606921866,28.207557554614493,1
2020-11-09,1954.23,1965.58,1850.52,1863.13,454515,0,0,1904.4994921974524,1801.9436225408472,41.833228381267865,1.7909567505387713,34.411303443570596,0
2020-11-10,1863.17,1890.36,1860.24,1877.39,379425,0,0,1903.436374856376,1802.6943327643214,44.90537119889469,-0.29582560324812235,34.10478176902983,1
2020-11-11,1877.0,1884.48,1856.33,1865.5,279346,0,0,1901.9486738816163,1803.3192647766168,42.87213172786971,-2.3287000186775257,33.67944021409913,0
2020-11-12,1865.54,1883.81,1862.69,1876.71,290064,0,0,1900.95892196469,1804.0495208484915,45.38301434527824,-2.7417237341137497,32.78233734166347,0
