time,open,high,low,close,tick_volume,spread,real_volume,ema_50,ema_200,rsi,macd_hist,atr,target
2020-10-07,1.17335,1.17818,1.17248,1.17628,46612,0,0,1.1719082586769916,1.1400569866776877,50.64694948389498,0.00022000660485619748,0.007640585578412387,1
2020-10-08,1.17624,1.17816,1.17324,1.17582,39212,0,0,1.1720616602975018,1.1404128375565168,50.17524667524466,0.00035657235849935963,0.007446258037097218,0
2020-10-09,1.17587,1.18304,1.17551,1.18293,40290,0,0,1.1724878696975998,1.140835893899238,56.862750886797315,0.0008909827131740641,0.007452239605875992,1
2020-10-12,1.18173,1.18265,1.17866,1.1812,34400,0,0,1.1728295218663214,1.141237526795763,54.93080026078818,0.0010805608044029335,0.007224936776884849,1
2020-10-13,1.1812,1.18155,1.17305,1.17446,40707,0,0,1.1728934621852893,1.1415680986684422,48.07737913918956,0.0007218774042348768,0.007316012721393087,0
2020-10-14,1.17452,1.17712,1.17195,1.17452,41998,0,0,1.1729572479819446,1.1418959782836817,48.13940959700292,0.00047067190871750097,0.007162726098436431,1
2020-10-15,1.17452,1.17576,1.16882,1.17073,46911,0,0,1.1728699049238291,1.1421828839724013,44.52124496765434,5.3229326629437705e-05,0.007146817091405254,0
2020-10-16,1.17073,1.1746,1.16939,1.1716,41654,0,0,1.1728201047307378,1.1424755915945666,45.53325247070406,-0.00014925541784149518,0.007008473013447747,0
2020-10-19,1.17195,1.17936,1.1703,1.17695,38192,0,0,1.1729820614079638,1.1428186205339244,51.40379928375303,7.984914796743952e-05,0.00715501065534434,0
2020-10-20,1.17695,1.18407,1.17598,1.18211,38813,0,0,1.1733400197841222,1.1432095795335868,56.296452221224534,0.0005551481437830596,0.007221795608534025,0
2020-10-21,1.18214,1.18806,1.18208,1.18598,47267,0,0,1.173835705282784,1.1436351558566358,59.583085127880835,0.00107625099875378,0.007133095922210157,1
2020-10-22,1.18582,1.18667,1.18114,1.18177,41611,0,0,1.1741468540952238,1.144014607042142,54.75868490141304,0.001080646035159498,0.007018589070623704,0
2020-10-23,1.18177,1.18646,1.17867,1.18598,41119,0,0,1.174610899032666,1.1444321731412253,58.38722328918183,0.0012958299445501918,0.007073689851293438,1
2020-10-26,1.18551,1.18554,1.18031,1.18087,41221,0,0,1.1748563539725614,1.144794738582606,52.84684921595535,0.0010341178544201622,0.006973426290486769,1
2020-10-27,1.18087,1.18387,1.17818,1.1787,37585,0,0,1.1750070851893237,1.1451321043678537,50.64891383705764,0.0006724829388777955,0.006881752984023426,1
2020-10-28,1.1787,1.17879,1.17178,1.17451,48573,0,0,1.1749875916524875,1.1454244217373277,46.61727452112929,0.0001367314264813501,0.006890913485164607,1
2020-10-29,1.17451,1.17586,1.16499,1.1674,50814,0,0,1.1746900390386643,1.145643084207603,40.6973290782399,-0.000666727232983667,0.007175133950509988,1
2020-10-30,1.16741,1.1704,1.16398,1.16462,50353,0,0,1.174295135546952,1.1458319092403633,38.63159983404768,-0.0013180108247405906,0.0071211958111878524,1
2020-11-02,1.16468,1.16556,1.16221,1.16404,42757,0,0,1.1738929733686403,1.1460130842727976,38.19599449608475,-0.0016963697964294871,0.006851824681817289,0
2020-11-03,1.16406,1.17396,1.16323,1.1715,38341,0,0,1.1737991312757523,1.146266685424312,46.5449933998793,-0.0013668703141834376,0.007128837204544618,0
2020-11-04,1.1715,1.17704,1.16019,1.17244,91397,0,0,1.1737458320100367,1.1465271164151147,47.50724982084685,-0.001023947567995322,0.007823205975648577,0
2020-11-05,1.17244,1.18598,1.17108,1.18267,85434,0,0,1.174095799382192,1.1468867470975515,56.65255839925357,-9.538807653116125e-05,0.00832869126310226,0
2020-11-06,1.18272,1.18909,1.17954,1.18746,80267,0,0,1.1746198856809298,1.1472904610567798,60.15312146443847,0.0008046098758416197,0.008415927601452095,1
2020-11-09,1.18873,1.192,1.17951,1.18127,102576,0,0,1.1748806744777562,1.1476285659218866,54.07573711547742,0.000936974811620839,0.008706932772776937,0
2020-11-10,1.18124,1.18432,1.17798,1.18136,88041,0,0,1.175134765674707,1.147964202081868,54.14827264395212,0.0009799028291143145,0.008537866146150014,1
2020-11-11,1.18138,1.18328,1.17455,1.17771,53264,0,0,1.1752357552560913,1.1482601801706056,50.6539956236462,0.0007236117018556458,0.008551589992853593,0
2020-11-12,1.17771,1.18231,1.17586,1.18048,57097,0,0,1.1754414119127152,1.1485807753927888,53.12614649506412,0.0007012711601655428,0.008401476421935483,0
2020-11-13,1.18047,1.18372,1.17989,1.18326,45110,0,0,1.175748023210256,1.1489258423043034,55.53384585860637,0.0008257772790570097,0.008074942391797233,0
2020-11-16,1.184,1.18688,1.18141,1.18516,57741,0,0,1.1761171203392655,1.1492863811868477,57.15370899110611,0.0009777555658031592,0.007888875078097421,0
2020-11-17,1.18509,1.18939,1.18428,1.18605,43717,0,0,1.1765066450318433,1.1496521883392172,57.926878249908164,0.0010723015790429955,0.007690384001090458,1
2020-11-18,1.18618,1.1891,1.18491,1.18526,49423,0,0,1.1768499138541242,1.1500064949229067,56.944597483362436,0.0010162362302366698,0.00744035657244115,0
2020-11-19,1.18526,1.18825,1.18163,1.18745,53540,1,0,1.1772656035069036,1.1503790671127287,59.01921252497276,0.001056570065999243,0.0073817596744096435,1
2020-11-20,1.18745,1.18909,1.18497,1.18587,44971,0,0,1.1776030308203582,1.1507322107235474,56.88941181398986,0.0009122099472728368,0.0071487768405232325,1
2020-11-23,1.18496,1.19061,1.18,1.18399,49370,0,0,1.177853500199952,1.1510631339999302,54.37503395366163,0.0006384304218202542,0.007396007066200145,0
2020-11-24,1.18399,1.18959,1.18358,1.18904,49664,0,0,1.1782921864666205,1.1514410132636126,59.54713074200285,0.0007386865928095225,0.007297006561471552,0
2020-11-25,1.18905,1.19298,1.18819,1.19157,56219,0,0,1.178812885036557,1.1518403066639746,61.878686327857466,0.0009056213689180386,0.007117934664223573,1
2020-11-26,1.19164,1.19409,1.18853,1.19127,34494,0,0,1.1793013993488488,1.1522326419210496,61.42658246950178,0.0009229299232334461,0.007006653616779033,0
2020-11-27,1.19125,1.1963,1.19067,1.19593,38264,0,0,1.1799535013351685,1.1526674415039246,65.62761583390807,0.00115998038600353,0.006908321215580533,1
2020-11-30,1.196,1.20034,1.19236,1.19256,57731,0,0,1.1804478738318285,1.1530643823844826,60.49633542676164,0.001007234572523533,0.0069848697001819145,0
2020-12-01,1.19261,1.20766,1.19253,1.20692,58891,0,0,1.1814859964266589,1.1536002591766767,70.92746332307956,0.0017473706807956306,0.007566664721597483,0
2020-12-02,1.20691,1.21184,1.204,1.21136,69133,0,0,1.1826575259785548,1.1541749829659635,73.27705013476992,0.0023712948855023315,0.007586188670054811,0
2020-12-03,1.21137,1.21746,1.21011,1.21469,74096,0,0,1.1839137014303762,1.1547771224389392,74.91453279373054,0.0028134303151114296,0.00756931805076518,1
2020-12-04,1.21447,1.21773,1.211,1.21201,76974,0,0,1.1850155170605576,1.1553466038077058,71.13654686395306,0.002728490056177913,0.0075093667614248025,1
2020-12-07,1.21299,1.21664,1.20787,1.21091,77841,0,0,1.1860309869797514,1.1558994734215597,69.58539285805129,0.002412254803626359,0.007599411992751598,1
2020-12-08,1.21091,1.2134,1.20956,1.21022,71978,0,0,1.1869795757256436,1.1564399761735842,68.5752778954643,0.001988293130015314,0.007330882564697917,1
2020-12-09,1.21022,1.21474,1.20585,1.20802,72315,0,0,1.1878046904030692,1.1569532102415088,65.31950660058227,0.001418138999587499,0.007442248095790911,0
2020-12-10,1.20789,1.21588,1.20738,1.21398,85474,0,0,1.1888311731323606,1.1575206409853744,69.53881585286004,0.0013037626022094932,0.00751780180323443,1
2020-12-11,1.21361,1.21628,1.21054,1.21125,71031,0,0,1.1897103428134446,1.1580552614730821,65.60175079647803,0.0009235076205041286,0.007390815960146262,0
2020-12-14,1.21366,1.21766,1.21156,1.21432,65850,0,0,1.190675427408996,1.1586151096176287,67.80894678416757,0.0007645762770174622,0.007320757677278674,0
2020-12-15,1.21432,1.21687,1.21214,1.21505,65615,0,0,1.1916312930008,1.1591766508154633,68.3293390748978,0.0006016217885355182,0.007135703557473047,0
2020-12-16,1.21489,1.22124,1.21249,1.21984,76468,0,0,1.19273751680469,1.1597802662302348,71.57627687294706,0.0007024165116161149,0.007251010446224975,0
2020-12-17,1.21985,1.22729,1.21897,1.22684,65915,0,0,1.1940748690868592,1.1604475272627697,75.52523542314222,0.0011026763926159366,0.007327366842923183,1
2020-12-18,1.22676,1.22719,1.22256,1.22542,58548,0,0,1.1953040899069824,1.1610940195288117,73.30047431533542,0.001129794996743417,0.007134697782714377,1
2020-12-21,1.22166,1.22528,1.21296,1.22424,103141,0,0,1.1964388314792576,1.1617223377424555,71.41779614613978,0.0009343554834198818,0.007515076512520487,1
2020-12-22,1.22434,1.22573,1.2152,1.21616,79150,0,0,1.1972122106369338,1.1622640060236251,60.04515558702561,0.00016719465049301607,0.00773042819019759,0
2020-12-23,1.21618,1.22212,1.2154,1.2186,79543,0,0,1.1980509474747012,1.1628245631776188,62.01240669058562,-0.00024711343801003816,0.007658254748040623,1
2020-12-24,1.21857,1.22157,1.21774,1.21808,47758,0,0,1.1988364005149093,1.1633743685191351,61.31948042966511,-0.0006068786109802542,0.0073848079803234355,0
2020-12-28,1.21696,1.22506,1.21696,1.2216,65208,0,0,1.1997290906907954,1.1639537280363579,64.23298146776375,-0.000654391295378573,0.007435893124586047,0
2020-12-29,1.2216,1.22749,1.2207,1.22482,56037,0,0,1.2007130479186074,1.1645593625832598,66.70366543193094,-0.0005213532848624136,0.007389757901401334,0
2020-12-30,1.22471,1.23099,1.2247,1.22961,66896,0,0,1.2018462617257208,1.1652066326073072,70.02118328567909,-0.00018074166717929607,0.007311203765586962,1
2020-12-31,1.22963,1.23093,1.22127,1.22155,58559,0,0,1.20261895734432,1.1657672631286276,59.312265874534134,-0.0005475273909631533,0.0074789749251878935,0
2021-01-04,1.22395,1.23098,1.2228,1.22473,85620,0,0,1.2034860570563075,1.1663539570278454,61.79490807925723,-0.0006199100831011245,0.007618333859103048,0
2021-01-05,1.22466,1.23056,1.22432,1.22965,75380,0,0,1.2045120940344916,1.1669837684007027,65.32060375716924,-0.0003915166026925553,0.007519881440595689,0
2021-01-06,1.22968,1.23494,1.22657,1.23252,118259,0,0,1.205610443288041,1.167635870207661,67.22090317282556,-0.00011650907327275146,0.007580604194838853,1
2021-01-07,1.23256,1.23441,1.22452,1.2271,84749,0,0,1.2064531710022355,1.168227553091167,60.48075025241494,-0.0003554839954207703,0.007745561038064646,1
2021-01-08,1.22713,1.22845,1.21932,1.22218,100138,0,0,1.2070699093943047,1.1687643933589165,55.08163351700983,-0.0008713666485688446,0.007844449535345749,1
2021-01-11,1.22116,1.22285,1.21323,1.21497,79581,0,0,1.2073797168690379,1.1692241506389274,48.279801956182204,-0.0016779227110708082,0.007971274568535336,0
2021-01-12,1.21498,1.22097,1.21372,1.22062,70628,0,0,1.2078989436584875,1.1697355521251074,53.160980802703705,-0.0017998667517463906,0.007919754956497112,1
2021-01-13,1.22064,1.22229,1.21399,1.21568,70247,0,0,1.2082040831228604,1.1701927108104297,48.82240770587637,-0.002158043531591075,0.007946915316747332,1
2021-01-14,1.21568,1.21784,1.21112,1.2154,82002,0,0,1.2084862759415718,1.1706425345834603,48.58039911762406,-0.0023432012659741156,0.007859278508408242,1
2021-01-15,1.21537,1.21625,1.2075,1.20766,71372,0,0,1.208453872963471,1.1710108675726798,42.333514020957146,-0.002880946882615928,0.00792290147209337,1
2021-01-18,1.20813,1.20867,1.20536,1.20757,51965,0,0,1.208419211278629,1.1713746400346432,42.26545679572112,-0.00311672685038223,0.00759340850980098,0
2021-01-19,1.20768,1.21449,1.20739,1.21284,59302,0,0,1.208592575542212,1.1717872306810648,47.579708709941066,-0.002801714294957952,0.007558165044815204,1
2021-01-20,1.21281,1.21582,1.20767,1.21046,63393,0,0,1.2086658078738899,1.1721720343558801,45.540978373382806,-0.002639808589909838,0.007600438970185538,0
2021-01-21,1.21043,1.21732,1.21022,1.2164,65018,0,0,1.208969109525894,1.1726121136160208,51.16519030459397,-0.0020453750363821363,0.007564693329457991,0
2021-01-22,1.21586,1.21894,1.21515,1.21704,57094,0,0,1.2092856150346827,1.1730541821372544,51.74345447548262,-0.0015445743908039772,0.007295072377353847,1
2021-01-25,1.21704,1.21833,1.2116,1.21413,54371,0,0,1.2094755909156756,1.173462896742854,48.90768088934109,-0.0013517461444136109,0.0072547100646857075,0
2021-01-26,1.21371,1.2176,1.21078,1.21592,51913,0,0,1.2097283128405512,1.173885355481731,50.69758216184841,-0.001059033483890318,0.0072236593457795885,1
2021-01-27,1.21598,1.21696,1.20586,1.21096,74814,0,0,1.2097766142977846,1.174254257417236,45.89922929038141,-0.0011474151682593918,0.007500540821081055,0
2021-01-28,1.21086,1.21421,1.20805,1.2121,76561,0,0,1.2098677274625775,1.1746308319702985,47.13762507200191,-0.0010781233504899128,0.007404787905289547,0
2021-01-29,1.21209,1.21558,1.20944,1.21353,75639,0,0,1.2100113459934567,1.175017888368604,48.72322134134239,-0.0008926728441053559,0.007314445912054581,1
2021-02-01,1.21301,1.21364,1.20562,1.20594,63743,0,0,1.2098516853662624,1.1753255710714041,41.59224873436427,-0.001217738689706252,0.00736484263262212,1
2021-02-02,1.20594,1.20876,1.20117,1.20428,58989,0,0,1.209633187900919,1.175613674841838,40.206266953056854,-0.001464531586378064,0.007380925301720539,1
2021-02-03,1.20423,1.205,1.20042,1.20351,49377,0,0,1.2093930628851968,1.1758912502165462,39.547947946050286,-0.0015891915390836022,0.007180859208740503,1
2021-02-04,1.20349,1.20428,1.19574,1.1962,51807,0,0,1.208875687870091,1.1760933273288194,33.876963526870455,-0.002044511480297163,0.007277940693830466,0
