time,open,high,low,close,tick_volume,spread,real_volume,ema_50,ema_200,rsi,macd_hist,atr,target
2020-02-18 08:00:00,1.0831,1.08372,1.08245,1.08275,6618,1,0,1.0894054231947186,1.101913851755016,32.53424913003467,0.0002720614610083288,0.0014998564057436112,1
2020-02-18 12:00:00,1.08274,1.08368,1.07933,1.08021,9342,1,0,1.089044818363553,1.1016978930310855,25.383107382702647,0.00011341464513705234,0.0017034380910476445,0
2020-02-18 16:00:00,1.08021,1.08258,1.07852,1.08042,9395,1,0,1.0887065901924333,1.1014861727024179,26.815376743567313,4.20715350777077e-05,0.001871763941687111,1
2020-02-18 20:00:00,1.08042,1.08042,1.07896,1.07907,3459,1,0,1.088328684694691,1.1012631262078665,23.669921453933895,-7.046282490839146e-05,0.0018423522315666042,0
2020-02-19 00:00:00,1.07906,1.08036,1.07896,1.08019,3023,1,0,1.0880095205890168,1.1010534433600272,30.910610637496788,-4.512559657586209e-05,0.001810755643597566,1
2020-02-19 04:00:00,1.08019,1.08028,1.07941,1.07954,1830,1,0,1.0876773825267025,1.1008393792469922,29.180563683389735,-4.75557616736429e-05,0.0017435588119120201,0
2020-02-19 08:00:00,1.07954,1.08079,1.07913,1.08031,5732,1,0,1.0873884655648711,1.1006351068166738,33.900240254620954,2.346687406196363e-05,0.0017375903253468753,1
2020-02-19 12:00:00,1.0803,1.08059,1.07845,1.07934,7208,1,0,1.087072839464288,1.1004232152065576,31.08939025812201,2.570895762232968e-05,0.0017663338735363864,1
2020-02-19 16:00:00,1.07934,1.07987,1.07821,1.07918,9924,1,0,1.0867633163480412,1.1002118399308705,30.638126935747223,3.635690163257413e-05,0.0017587385968552314,0
2020-02-19 20:00:00,1.07919,1.08117,1.07899,1.08039,5598,1,0,1.0865133823736084,1.1000146076927524,37.97082659235334,0.00013906262800130647,0.001788828697079863,1
2020-02-20 00:00:00,1.08033,1.08152,1.07977,1.08001,4159,1,0,1.0862583477707217,1.099815556869939,36.660078061718586,0.00019229734767855534,0.0017860552187170255,1
2020-02-20 04:00:00,1.08001,1.08021,1.07916,1.07965,3604,1,0,1.0859991968777523,1.0996149045627757,35.41288350606466,0.00021257201552602042,0.0017334798459515235,0
2020-02-20 08:00:00,1.07965,1.08061,1.07775,1.07999,7633,1,0,1.0857635420982328,1.099419631880559,37.57298659911699,0.000255312999887881,0.0018139455712407064,0
2020-02-20 12:00:00,1.07999,1.08049,1.07857,1.08046,8850,1,0,1.0855555600551647,1.0992309788270211,40.53374386911479,0.0003176092694946505,0.0018215208875806503,1
2020-02-20 16:00:00,1.08046,1.08211,1.07828,1.0793,12045,1,0,1.0853102439745699,1.0990326606297374,35.99609904764783,0.0002841500518582273,0.0019649836813248897,1
2020-02-20 20:00:00,1.07929,1.0797,1.07828,1.07838,4693,1,0,1.0850384697010573,1.0988271615189937,32.85468217540928,0.00020709574125721622,0.0019260562755159833,0
2020-02-21 00:00:00,1.07841,1.07936,1.07835,1.07927,3282,1,0,1.0848122552029769,1.0986325628969142,38.45071211130592,0.00022179414367578263,0.0018606236844077115,0
2020-02-21 04:00:00,1.07927,1.07948,1.07875,1.0793,3041,1,0,1.0845960883322718,1.0984401990869948,38.636360564931806,0.00023784214992609762,0.0017798648498071532,0
2020-02-21 08:00:00,1.0793,1.082,1.07895,1.08097,9657,1,0,1.0844538887898298,1.0982663662602585,48.033060227173344,0.0003580136769965798,0.001870588789106642,1
