time,open,high,low,close,tick_volume,spread,real_volume,ema_50,ema_200,rsi,macd_hist,atr,target
2020-02-14 00:00:00,10192.2,10377.27,10068.79,10233.79,3949430,0,0,9893.227148046875,8967.625926044544,57.04055482397746,-33.11750963760227,238.75689530587758,1
2020-02-14 04:00:00,10233.79,10283.29,10151.29,10164.29,10808,143,0,9903.857063809744,8979.533031258032,53.163099264024474,-37.08692350618327,231.13140278402918,0
2020-02-14 08:00:00,10162.79,10210.79,10078.29,10204.79,12463,93,0,9915.658355425048,8991.724642887306,55.07939945784605,-36.30972786602038,224.08630258516996,0
2020-02-14 12:00:00,10204.79,10294.29,10180.79,10246.79,15588,0,0,9928.643910114262,9004.21285539589,57.04228733747709,-32.41970751236198,216.18728097194352,0
2020-02-14 16:00:00,10245.29,10351.29,10207.29,10290.79,16319,0,0,9942.845717560764,9017.014618028768,59.06056030627674,-26.581023829724984,211.03104661680467,0
2020-02-14 20:00:00,10288.79,10393.29,10287.79,10348.29,10753,143,0,9958.745493342694,9030.261139242413,61.59962667481098,-18.904907179342672,203.49311471560435,1
2020-02-15 00:00:00,10329.93,10375.7,9804.65,9922.73,7349001,0,0,9957.333121054746,9039.141426414131,41.222462986127134,-41.2641904369908,229.7471779502041,1
2020-02-16 00:00:00,9922.53,10047.48,9636.13,9760.76,6609301,0,0,9949.624371209462,9046.321710728418,36.3005161383107,-64.36122245668274,242.71880809661812,0
2020-02-17 00:00:00,9760.21,10002.79,9455.95,9859.29,9513486,0,0,9946.081846848308,9054.41094743759,40.921663569844256,-69.93868285393,264.4417503754311,1
2020-02-17 04:00:00,9861.29,9864.29,9714.29,9772.79,18183,193,0,9939.286088148374,9061.558997711843,38.29509145063144,-75.89161340920691,256.2673396343289,0
2020-02-17 08:00:00,9772.79,9842.29,9749.29,9800.29,10754,93,0,9933.835261162163,9068.909554948541,39.62192541080431,-74.31963291554712,244.6053868033054,1
2020-02-17 12:00:00,9800.79,9801.29,9525.29,9546.79,20831,0,0,9918.657015626392,9073.664584252536,32.65188789493642,-85.8769638292506,246.84785917449787,0
2020-02-17 16:00:00,9545.79,9734.79,9461.29,9647.29,22125,0,0,9908.015171876337,9079.372299832114,37.35674700889863,-82.27045442883536,248.7515835191766,1
2020-02-17 20:00:00,9647.29,9717.79,9590.29,9640.29,13412,43,0,9897.516145528245,9084.953570480551,37.1620151031571,-76.021490727333,240.09075612494968,0
2020-02-18 00:00:00,9632.0,10255.79,9501.29,9721.29,8316258,0,0,9890.605316291843,9091.285276246914,40.99492899219102,-62.65464609502378,276.83427354459616,0
2020-02-18 04:00:00,9721.79,9816.79,9684.79,9792.29,7243,183,0,9886.749813692162,9098.260447627541,44.20741545534329,-46.022537700838285,266.48896829141074,1
2020-02-18 08:00:00,9792.29,9825.79,9652.79,9706.29,6012,0,0,9879.672958253255,9104.31049292478,41.27601899880101,-38.13018639120784,259.81118484202426,1
2020-02-18 12:00:00,9706.29,9756.79,9605.79,9645.79,11146,192,0,9870.501077537441,9109.698348716574,39.301634845917675,-34.41521876700806,252.03895735330823,0
2020-02-18 16:00:00,9646.79,9978.79,9644.29,9970.29,23685,0,0,9874.414368614405,9118.26144972437,52.44185803109872,-8.865059234168555,257.9290318280719,0
2020-02-18 20:00:00,9970.79,10279.79,9966.29,10143.29,33756,0,0,9884.958511021683,9128.46073878184,57.6994604334168,19.383423181533487,261.89838669749537,0
2020-02-19 00:00:00,10134.89,10264.28,9319.88,10143.79,13585591,0,0,9895.108765491423,9138.563517500428,57.714010599224146,36.78960422753657,310.6485019333886,1
2020-02-19 04:00:00,10141.79,10190.79,10105.79,10136.79,6284,193,0,9904.586460962348,9148.496119316345,57.41624839792366,45.925096624073596,294.5307517952894,1
2020-02-19 08:00:00,10136.79,10181.29,10032.79,10136.29,8848,0,0,9913.672874257942,9158.324914149018,57.393470824858376,49.707926227793536,284.0999838099116,1
