time,open,high,low,close,tick_volume,spread,real_volume,ema_50,ema_200,rsi,macd_hist,atr,target
2020-07-18,9153.12,9205.76,9111.96,9182.48,1582401,0,0,9195.520002621843,8540.972174021304,47.63140977599586,0.06406809520172985,217.98371675533176,1
2020-07-19,9180.79,9188.71,9107.57,9172.99,1544801,0,0,9194.63647310726,8547.260908608157,47.206121262296065,0.06599282795633599,208.2091655585223,1
2020-07-20,9173.09,9287.77,9125.69,9172.89,2826883,0,0,9193.78367024031,8553.486073696633,47.20133867391637,0.3331338228336378,204.914225161485,0
2020-07-21,9177.89,9444.59,9146.14,9376.67,3652928,0,0,9200.955683172062,8561.676958535472,56.805136950441955,13.76288928011422,211.5953519356647,1
2020-07-22,9382.26,9400.67,9281.94,9372.54,2038642,0,0,9207.684479910413,8569.74524750527,56.5805108801142,21.43900761457571,204.96211251168862,0
2020-07-23,9380.17,9676.14,9351.8,9592.34,4055486,0,0,9222.769010110005,8579.920319669398,64.6028823444275,39.34828848331978,213.48910447513944,0
2020-07-24,9579.95,9635.04,9467.67,9628.09,2872019,0,0,9238.663950890004,8590.349868727415,65.71253356501506,50.89735954799439,210.19488272691524,0
2020-07-25,9621.3,9742.47,9529.5,9725.78,3214601,0,0,9257.76654105118,8601.647680978886,68.60847489051547,61.691413655050304,210.3931053892784,0
2020-07-26,9726.28,10177.79,9665.85,9898.19,8519701,0,0,9282.881186500153,8614.54859957611,72.9506576540681,76.07424423740662,231.93216929004424,0
2020-07-27,9897.4,10948.94,9846.43,10874.74,11475580,0,0,9345.307022323677,8637.038066246996,85.3291488168122,143.09742623418128,294.1163000550411,0
2020-07-28,10878.02,11408.69,10579.34,10982.38,14936696,0,0,9409.50596262471,8660.374801906231,86.08503599029319,183.82314048578172,332.3472786225382,0
2020-07-29,10971.91,11301.99,10841.06,11213.87,6640140,0,0,9480.265336639428,8685.782714325074,87.5684737966972,213.41604972724758,341.5317587209284,1
2020-07-30,11212.65,11352.64,10802.1,11155.67,9331508,0,0,9545.967480300627,8710.358707217363,85.11177267168404,215.50606588593928,356.4609188122906,0
2020-07-31,11144.72,11458.42,10973.67,11353.09,7245243,0,0,9616.83503009276,8736.654540976395,86.49574677410732,216.07012868782692,365.6244246114126,0
2020-08-01,11323.53,11825.97,11219.64,11809.99,7262001,0,0,9702.841107344024,8767.234993304988,89.03596049539681,231.7151242617855,382.8176799963117,1
2020-08-02,11812.99,12081.69,10537.39,11062.81,23384201,0,0,9756.173220781513,8790.076535660162,66.88022491895231,178.62272152203064,465.7807028537181,0
2020-08-03,11063.81,11484.92,10880.72,11385.59,7377770,0,0,9820.071918005768,8815.90254028046,70.3165990832824,153.10547093092538,475.667795507024,1
2020-08-04,11345.5,11423.92,10977.37,11216.35,6483757,0,0,9874.82792122123,8839.787589630905,66.42502014733643,114.46092263849334,473.587952970808,0
2020-08-05,11192.67,11732.43,11072.8,11696.52,7593911,0,0,9946.266826271376,8868.212787744033,71.28135496819962,110.79719900753742,486.87667061575036,0
2020-08-06,11669.14,11914.3,11465.47,11853.99,5801912,0,0,10021.07949975093,8897.92201373663,72.67710321344033,108.40434768748884,484.1590512860539,1
2020-08-07,11828.97,11917.81,11313.54,11575.96,8572755,0,0,10082.05520564305,8924.569157878554,66.52911006938523,78.89382370230908,492.7384047656214,0
2020-08-08,11528.3,11782.02,11510.32,11696.12,3755801,0,0,10145.351864245282,8952.14677819817,67.79700979835636,59.16519885113564,476.94994728236276,1
2020-08-09,11695.12,11774.03,11517.31,11656.16,4744801,0,0,10204.599242118016,8979.052382395204,66.88955253038954,36.24855219843073,461.2192367621941,0
2020-08-10,11657.16,12077.58,11432.79,11866.41,10296031,0,0,10269.768291446722,9007.782308938537,69.22369484310572,28.420243609297813,474.331434136323,1
2020-08-11,11837.96,11942.09,11110.76,11223.43,10019316,0,0,10307.166789821362,9029.828554620739,56.18025521397336,-24.05653490251609,499.83133169801425,0
2020-08-12,11187.68,11628.92,11110.43,11565.92,6021738,0,0,10356.52966080876,9055.06329537078,60.45459016158154,-38.821967062337876,501.1640937195847,0
